# coordinating_conjunction, numeral, determiner, existencial, subordinatingConjunction, adjective, comparativeAdjective, superlativeAdjective, ordinalAdjective_or_numeral, modalAuxiliary, singular_or_massCommun_noun, pluralCommonNoun, preposition, participle, predeterminer, genitiveMarker, personalPronoun, possessivePronoun, adverb, comparativeAdverb, superlativeAdverbs, preposition_or_infinitive, n_verb_baseForm, n_verb_pastTense, n_verb_gerund, n_verb_pastParticiple, n_verb_thirdPersonSingPresent, n_whDeterminer, n_whAdverb, whPronoun, avaliacao
10,0,56,2,15,29,2,0,0,10,84,27,41,3,4,11,12,4,23,2,0,22,16,0,13,3,21,0,5,12,150
14,2,30,2,7,16,1,0,2,3,55,16,36,7,1,13,16,4,9,1,0,16,11,2,1,7,11,0,4,4,350
5,1,33,6,7,8,0,0,1,8,65,12,33,2,0,14,16,2,30,4,0,14,9,1,1,2,13,0,4,9,250
19,0,42,1,12,35,3,0,0,11,83,33,42,7,1,19,15,6,18,3,0,23,17,0,0,7,18,0,0,13,650
11,2,49,1,12,23,0,0,2,3,107,39,63,8,2,27,13,2,18,0,0,25,15,2,6,8,20,0,6,11,250
5,0,27,4,15,14,0,0,0,9,47,12,36,8,1,11,23,4,21,0,0,30,20,1,1,8,17,0,2,13,550
15,4,47,2,5,21,1,0,4,5,86,21,64,2,3,25,5,5,22,2,0,9,5,4,3,3,11,0,6,3,450
14,4,30,4,24,12,4,0,5,10,63,25,34,9,0,12,25,0,25,5,0,18,13,1,3,9,25,0,2,17,400
30,7,101,3,33,62,5,0,7,18,157,41,98,14,9,37,54,17,61,7,0,50,38,11,9,14,52,0,14,24,200
13,1,34,4,14,31,8,0,1,5,83,20,54,13,1,24,19,3,21,8,0,16,6,2,2,13,22,0,1,10,900
21,0,33,1,10,18,0,0,0,6,66,42,31,10,0,11,23,1,23,0,0,24,18,3,3,10,23,0,5,10,400
12,1,33,1,3,32,2,0,2,3,88,29,63,4,1,36,6,2,16,1,0,10,2,2,4,4,8,0,5,4,750
15,3,37,4,7,18,1,0,3,6,84,27,43,8,0,18,17,1,12,1,0,13,9,5,3,8,17,0,4,11,350
8,2,19,2,8,16,2,0,2,4,47,19,31,3,0,19,4,0,6,2,0,10,7,0,1,3,8,0,1,6,550
7,1,21,0,4,12,2,0,1,0,47,15,25,1,0,13,4,2,8,2,0,11,6,0,2,1,8,0,0,1,150
9,0,26,1,21,23,2,0,0,8,58,17,35,4,0,13,28,4,14,1,0,22,19,1,1,4,14,0,4,11,600
1,1,14,2,5,13,0,0,2,4,36,10,15,2,0,8,12,3,13,3,0,5,4,1,6,2,11,0,2,8,350
5,3,17,3,8,14,2,0,3,3,41,8,26,6,0,11,14,0,21,1,0,11,4,1,3,6,13,0,2,6,250
3,7,27,2,12,13,2,0,7,7,51,13,32,3,0,14,17,1,12,0,0,19,15,0,1,3,18,0,3,17,400
12,3,38,2,10,8,0,0,3,4,67,24,41,5,2,13,9,0,9,0,0,17,10,3,6,5,13,0,4,9,400
4,0,27,2,5,22,2,0,0,3,63,15,45,3,0,24,4,1,6,2,0,12,7,1,1,3,15,0,2,6,450
13,0,51,1,19,31,0,0,0,9,78,26,37,5,2,15,25,4,28,0,0,28,18,4,6,5,20,0,3,16,850
17,0,28,1,4,20,1,0,1,1,74,38,40,6,0,18,2,3,9,1,0,13,8,0,3,6,11,0,6,4,150
11,0,32,4,11,36,4,0,0,6,93,32,67,9,0,28,4,2,10,2,0,9,3,1,2,9,11,0,4,8,650
14,1,48,3,11,11,1,0,1,7,74,29,43,7,3,12,8,4,20,1,0,22,14,0,7,7,12,0,2,8,450
9,3,31,4,10,20,1,0,3,9,49,19,33,1,1,11,19,2,28,1,0,18,12,0,3,2,18,0,2,9,400
8,3,24,3,8,17,1,0,3,4,51,19,32,3,0,12,5,0,11,3,0,23,14,0,0,3,14,0,1,7,600
12,1,53,5,14,13,1,0,1,12,88,32,58,9,0,24,20,2,27,1,0,20,12,6,0,9,25,0,5,21,350
12,1,36,3,6,22,0,0,1,8,55,21,26,3,1,14,7,7,24,1,0,22,15,2,1,3,15,0,4,3,850
1,1,19,5,8,10,1,0,2,11,38,5,20,9,0,11,9,0,7,0,0,11,10,0,1,9,15,0,4,8,0
7,9,23,3,3,22,1,0,9,7,48,12,34,7,0,16,6,2,13,2,0,9,4,2,2,7,8,0,2,6,1000
17,2,23,0,13,22,2,0,2,5,70,24,35,9,0,19,10,2,16,2,0,18,14,2,6,9,17,0,5,7,700
20,0,38,6,32,18,2,0,0,20,74,8,54,6,2,11,45,4,45,5,0,34,23,3,2,6,46,0,6,30,450
13,1,32,2,13,32,1,0,1,8,70,15,39,8,0,17,19,2,22,7,0,19,15,0,5,9,16,0,6,12,650
12,0,33,0,6,7,0,0,0,4,52,21,26,2,1,16,8,1,7,1,0,16,13,0,0,2,2,0,1,5,650
10,2,38,3,10,22,0,0,4,7,68,30,33,9,1,15,17,3,18,0,0,13,11,4,5,9,11,0,5,8,350
8,1,23,3,10,16,2,0,1,9,69,25,48,10,1,17,17,0,19,2,0,22,10,4,3,10,14,0,3,12,650
13,1,28,5,6,22,3,0,2,7,77,38,45,13,0,20,12,2,23,4,0,12,7,5,2,13,8,0,5,6,500
3,2,18,2,10,9,0,0,2,7,39,15,25,7,1,7,13,0,18,1,0,14,7,1,2,7,13,0,1,13,400
26,2,48,1,10,34,0,0,3,11,89,26,44,6,3,15,16,5,32,1,0,21,17,2,4,6,17,0,5,10,400
4,1,32,3,10,17,1,0,1,8,72,35,61,9,1,23,17,2,13,1,0,13,4,4,3,9,10,0,3,11,400
21,0,52,5,16,28,1,0,0,12,94,27,43,4,0,26,24,4,14,0,0,24,16,1,2,4,20,0,3,17,400
9,4,34,2,17,22,4,0,4,9,69,23,40,4,1,12,25,0,26,5,0,21,14,0,4,4,25,0,6,15,750
4,0,30,1,6,20,2,0,1,3,70,11,52,3,0,16,7,6,12,1,0,17,5,0,5,3,11,0,2,7,350
7,1,25,2,8,10,1,0,1,7,46,13,34,4,0,14,16,4,8,0,0,13,11,3,4,4,5,0,4,8,300
11,0,12,1,5,31,0,0,0,2,69,23,37,2,0,21,9,0,8,0,0,11,5,1,1,2,8,0,3,3,200
14,2,38,2,13,29,2,0,2,6,80,27,63,11,1,25,20,0,23,2,0,18,7,3,2,11,16,0,7,15,550
7,2,27,0,7,19,0,0,4,2,65,17,37,5,2,16,12,2,14,0,0,15,11,0,2,5,19,0,3,7,800
6,3,26,4,5,14,1,0,3,7,65,19,37,8,0,8,19,4,27,2,0,22,11,1,8,8,14,0,4,10,450
10,4,32,5,10,15,2,0,5,7,72,14,47,4,0,21,25,2,21,1,0,13,6,7,0,4,23,0,4,14,300
13,1,34,3,18,27,0,0,2,7,75,23,41,10,0,18,16,5,22,1,0,16,8,1,4,10,15,0,2,15,850
15,0,34,0,9,33,1,0,3,5,99,28,62,5,0,22,10,1,12,0,0,21,14,3,1,5,19,0,6,11,950
12,1,32,2,10,16,0,0,1,5,68,19,42,7,2,18,5,2,11,0,0,17,8,0,6,7,7,0,2,5,350
8,2,33,3,11,20,1,0,2,3,79,27,54,8,0,28,7,1,22,2,0,8,3,1,3,9,10,0,3,5,550
8,3,40,2,14,23,0,0,5,5,51,13,33,5,1,14,10,1,18,3,0,14,11,1,1,5,18,0,5,8,900
17,0,36,2,9,28,3,0,1,7,100,54,56,4,0,24,12,2,15,3,0,20,9,3,4,4,11,0,1,9,900
9,2,26,3,11,19,1,0,2,3,50,13,40,6,1,15,16,3,20,2,0,20,13,2,1,6,15,0,7,6,850
7,0,29,1,6,15,2,0,0,4,42,13,23,5,2,4,6,2,7,3,0,11,8,0,2,6,9,0,5,4,300
16,5,53,3,19,25,1,0,6,10,97,27,67,12,3,36,16,1,22,2,0,25,17,7,7,12,28,0,4,14,250
3,3,20,4,8,17,2,0,3,8,40,13,27,4,1,8,16,3,23,2,0,12,8,3,2,4,15,0,4,5,650
3,0,24,0,12,10,3,0,0,2,45,21,22,2,1,8,12,1,13,3,0,13,8,6,4,2,11,0,0,12,300
4,2,16,7,16,7,2,0,2,10,32,13,16,8,0,8,12,1,15,2,0,9,8,4,3,8,8,0,2,10,300
12,1,37,2,10,13,0,0,1,7,73,21,46,7,0,21,22,2,16,1,0,19,11,3,3,7,17,0,2,13,500
11,0,22,0,10,15,1,0,0,4,37,10,22,2,0,13,15,2,12,1,0,11,9,1,1,2,9,0,3,8,300
15,1,25,4,22,6,1,0,1,11,54,21,30,11,1,12,31,3,18,2,0,17,15,1,4,11,13,0,6,21,200
4,2,21,5,5,15,0,0,3,2,44,16,27,2,3,11,8,2,8,1,0,7,1,1,3,2,10,0,4,5,300
4,1,36,3,16,11,1,0,1,6,56,16,26,3,1,10,13,6,27,5,0,22,19,1,2,3,16,0,2,12,450
5,5,25,2,4,12,2,0,5,3,59,15,42,5,2,24,6,0,6,2,0,9,6,5,1,5,5,0,1,2,0
8,1,29,3,15,23,3,0,2,5,63,27,35,8,0,14,16,5,13,3,0,18,11,0,2,8,11,0,0,10,600
10,1,46,2,12,22,1,0,1,10,75,25,42,6,2,16,29,6,25,1,0,25,20,0,3,6,23,0,1,15,600
7,1,15,0,3,18,2,0,1,2,47,11,28,9,0,10,4,0,12,1,0,8,4,2,3,9,5,0,3,4,600
2,2,15,2,5,7,0,0,2,5,26,8,14,1,1,4,12,4,5,0,0,10,8,1,3,1,7,0,2,7,100
2,1,29,0,18,10,0,0,1,9,47,25,25,1,0,7,10,1,20,1,0,17,11,0,2,1,6,0,5,7,350
10,0,18,14,14,8,1,0,1,17,39,8,17,2,0,5,6,0,10,2,0,22,15,0,0,2,4,0,0,4,250
13,10,35,3,8,19,1,0,11,9,89,28,75,10,0,35,16,3,13,2,0,26,12,5,2,10,16,0,6,9,650
14,0,38,0,12,21,1,0,1,2,58,27,38,8,2,13,13,2,15,1,0,20,10,10,2,8,11,0,6,8,750
9,1,35,3,9,12,0,0,1,12,50,17,24,11,1,6,16,5,13,0,0,22,21,1,2,11,14,0,4,8,800
1,0,14,0,4,5,0,0,0,5,23,7,25,0,1,2,9,4,7,2,0,15,8,0,0,0,4,0,2,9,350
8,3,25,3,3,30,2,0,4,4,61,20,40,8,0,14,9,1,21,6,0,8,2,4,5,8,12,0,1,6,550
15,0,15,0,6,18,9,0,0,3,91,40,65,11,0,35,7,0,22,6,0,11,8,1,2,11,8,0,3,5,950
9,0,32,5,13,20,5,0,1,6,73,22,44,5,0,16,12,2,20,4,0,20,10,6,3,5,19,1,2,11,800
11,2,41,3,12,18,3,0,3,10,64,22,28,9,0,10,17,7,17,6,0,28,21,3,1,9,17,0,2,10,550
6,0,25,3,10,9,1,0,0,6,36,4,19,3,1,8,17,4,26,1,0,10,8,2,1,4,15,0,3,11,900
10,0,29,3,7,22,0,0,0,2,73,14,40,7,0,15,5,1,13,1,0,15,8,0,1,7,17,0,3,2,850
11,0,22,3,17,32,3,0,1,7,56,15,40,8,0,12,20,1,19,2,0,22,17,0,1,9,22,0,0,13,1000
21,0,35,1,18,50,4,0,0,9,83,43,51,2,0,19,35,1,25,5,0,27,20,6,4,2,16,0,1,18,550
9,1,16,0,11,12,2,0,1,2,27,11,13,0,0,3,9,1,9,2,0,11,8,0,0,0,8,0,0,6,0
8,1,24,2,10,14,0,0,1,4,48,18,28,1,0,14,8,1,15,1,0,16,11,1,1,1,7,0,5,4,400
7,3,45,1,8,37,2,0,4,6,96,16,71,5,0,30,22,3,20,1,0,19,8,2,1,5,20,0,5,14,750
9,1,21,2,4,9,2,0,1,5,47,20,24,4,0,6,2,1,10,3,0,15,9,1,2,4,9,0,0,0,650
7,0,24,2,8,14,0,0,0,7,46,15,31,2,1,10,11,0,13,1,0,15,9,0,4,2,7,0,2,8,700
12,1,34,1,6,31,4,0,1,4,84,23,55,7,0,26,9,4,12,1,0,17,6,0,4,7,12,0,4,9,600
9,1,38,0,15,20,4,0,3,9,50,12,21,3,1,9,11,1,14,2,0,17,15,4,3,3,8,0,2,11,450
15,0,22,4,12,22,5,0,0,6,77,37,41,5,0,14,15,0,15,6,0,16,9,1,2,5,12,0,1,11,600
16,4,40,2,18,20,1,0,5,10,72,20,51,5,1,22,28,5,19,3,0,26,19,3,4,5,19,0,4,15,450
8,0,33,3,4,15,0,0,0,6,53,19,24,4,3,9,9,1,4,1,0,7,5,0,3,4,4,0,1,6,450
11,4,20,1,10,16,1,0,4,2,69,19,47,2,0,26,9,1,15,1,0,13,8,1,4,2,6,0,1,8,400
10,4,32,2,7,27,3,0,4,3,65,20,48,4,1,14,13,1,16,2,0,22,14,3,1,4,9,0,1,8,700
10,0,45,2,8,47,7,0,1,7,74,28,53,7,3,25,14,8,22,5,0,21,11,5,4,7,6,0,3,8,1000
11,0,43,3,14,22,0,0,0,6,88,25,40,9,0,18,14,0,14,1,0,21,13,3,3,9,19,0,2,13,500
9,0,38,3,6,26,2,0,1,8,69,18,43,4,1,23,13,1,14,1,0,20,13,0,5,5,12,0,0,9,400
14,0,40,1,12,21,1,0,2,13,74,13,40,3,2,23,42,3,15,0,0,27,16,2,4,3,33,0,4,19,800
13,2,34,2,12,13,2,0,2,5,37,6,20,7,2,7,40,3,24,3,0,22,17,12,3,7,22,0,12,19,350
3,0,19,1,5,18,6,0,0,1,40,13,27,5,1,10,9,2,12,0,0,11,4,0,3,5,6,0,1,5,500
16,1,43,2,13,21,0,0,1,7,75,23,49,7,2,20,22,7,22,2,0,26,19,0,4,7,17,0,5,14,500
8,0,26,1,13,11,2,0,0,3,52,19,30,7,0,12,8,3,16,1,0,19,14,0,4,7,11,0,5,6,450
9,2,33,0,10,29,2,0,2,2,73,21,49,3,0,24,14,3,13,1,0,11,3,0,5,3,12,0,1,8,750
8,2,29,0,10,22,2,0,2,4,70,22,47,8,0,25,7,2,12,2,0,13,9,5,4,8,10,0,2,4,350
9,0,13,6,8,11,0,0,0,14,41,15,23,3,0,11,14,0,19,1,0,20,17,1,0,3,15,0,0,9,250
7,0,28,2,18,14,0,0,0,3,59,18,30,4,0,14,17,2,20,0,0,26,19,0,4,4,15,0,2,11,600
17,2,31,1,6,27,1,0,2,5,71,28,30,5,1,10,14,6,18,2,0,10,6,0,3,5,16,0,1,6,500
11,0,20,2,5,17,1,0,0,4,48,13,31,4,0,15,9,0,20,1,0,7,4,1,2,4,9,0,5,11,550
24,5,60,7,18,40,2,0,5,9,117,29,64,3,5,29,26,10,27,4,0,26,16,1,8,3,21,0,4,16,800
9,2,35,2,3,18,0,0,2,4,65,16,40,9,3,19,14,4,17,1,0,11,4,1,1,10,11,0,4,6,300
17,0,33,3,8,19,1,0,0,7,56,19,29,7,3,7,10,6,13,2,0,14,9,1,4,9,14,0,3,6,500
14,4,57,5,11,21,1,0,4,19,74,22,40,7,1,15,37,2,38,1,0,25,16,2,1,7,33,0,4,13,400
12,0,31,2,20,12,5,0,2,9,56,18,38,8,1,17,21,3,26,6,0,18,14,2,5,8,12,0,6,11,500
13,1,53,4,9,19,2,0,1,7,96,29,58,14,7,24,20,0,19,1,0,14,8,2,1,14,23,0,6,19,750
8,1,29,3,9,7,1,0,1,6,50,9,25,5,1,10,13,4,10,0,0,13,9,1,4,5,11,0,4,9,300
17,1,38,1,8,29,2,0,3,9,82,26,53,16,0,23,29,4,31,5,0,23,16,0,0,16,16,0,4,13,500
19,1,39,0,12,30,3,0,1,3,104,39,64,4,0,29,15,2,21,5,0,24,14,2,11,4,13,0,5,11,400
5,0,18,2,8,9,1,0,0,7,25,6,17,5,0,5,14,0,12,1,0,11,9,1,0,5,7,0,1,10,700
12,0,28,1,5,14,0,0,0,3,50,14,28,2,0,12,9,1,11,0,0,4,4,1,2,2,9,0,2,6,350
6,2,24,3,11,16,0,0,2,5,45,12,25,2,2,10,19,1,15,2,0,14,10,0,5,2,13,0,3,9,800
9,0,21,1,8,16,2,0,1,7,48,16,29,6,1,12,18,2,15,2,0,21,13,3,0,6,12,0,4,15,700
12,0,39,5,20,25,5,0,0,12,74,25,41,11,2,10,11,4,9,2,0,19,13,0,1,11,15,0,2,12,350
4,1,33,2,5,10,0,0,1,11,62,16,44,9,0,18,4,3,10,0,0,24,18,0,3,9,10,0,3,2,300
18,3,40,4,13,26,1,0,5,8,59,14,38,6,2,14,18,3,12,1,0,29,20,1,3,6,16,0,4,10,650
8,1,34,2,17,14,3,0,1,8,40,18,28,3,7,13,14,4,27,2,0,22,14,2,6,3,14,0,3,10,350
13,4,25,2,11,25,1,0,4,8,75,29,54,1,0,21,16,2,13,1,0,25,13,3,6,1,10,0,2,13,800
7,1,25,2,10,12,1,0,2,3,38,16,27,4,1,8,14,1,11,0,0,19,9,2,3,4,6,0,3,9,150
15,1,37,3,15,41,0,0,2,5,98,25,59,5,0,24,8,1,12,0,0,10,8,6,0,5,22,0,3,9,500
10,2,40,0,8,17,1,0,2,1,91,22,63,6,1,27,16,1,23,3,0,14,8,1,6,6,6,0,5,10,600
3,1,30,2,5,14,0,0,1,4,54,19,35,2,0,17,9,6,11,2,0,18,10,1,2,2,6,0,1,3,250
10,0,38,5,13,19,0,0,0,7,72,31,50,6,1,20,12,2,23,2,0,23,13,0,4,6,19,0,2,12,300
11,0,34,0,12,16,0,0,1,5,66,19,37,7,2,17,25,1,12,0,0,14,11,0,1,7,17,0,3,11,350
7,5,31,8,7,9,0,0,6,15,52,8,26,7,0,13,9,1,6,0,0,16,12,8,1,9,4,0,3,8,300
9,1,38,1,17,18,4,0,1,9,34,8,14,3,3,6,27,8,29,6,0,18,15,1,1,3,18,0,2,16,600
10,3,33,2,7,18,0,0,3,5,53,23,33,9,0,14,19,2,15,0,0,22,19,1,4,9,15,0,1,10,250
2,0,30,0,5,11,1,0,0,6,49,22,25,8,2,10,3,5,8,0,0,15,13,2,4,8,5,0,1,2,400
9,0,29,0,10,18,0,0,2,3,53,13,29,2,2,10,9,3,9,0,0,13,9,4,0,2,17,0,4,8,350
12,4,53,4,16,46,2,0,4,4,88,31,58,8,2,30,16,2,25,1,0,19,9,2,7,8,12,0,1,13,850
9,2,36,0,15,22,2,0,2,3,66,15,53,5,0,21,15,2,20,5,0,16,9,6,2,5,15,0,1,13,750
5,1,21,2,9,11,0,0,2,4,30,5,16,1,0,10,5,1,8,1,0,7,4,2,1,1,11,0,0,8,250
10,2,33,5,5,15,1,0,2,6,74,21,49,2,1,20,21,1,27,6,0,14,5,3,4,2,15,0,4,16,450
8,0,22,2,3,21,6,0,0,1,51,10,35,7,1,16,12,2,7,4,0,5,0,9,3,7,6,0,1,7,350
10,1,39,1,12,22,3,0,1,7,102,38,66,8,1,30,18,3,22,3,0,20,13,0,3,8,22,0,7,17,900
8,2,32,2,11,13,0,0,3,7,69,18,41,5,0,21,8,2,10,0,0,17,10,4,6,5,11,0,1,5,550
20,1,41,3,20,24,2,0,1,11,75,18,54,5,0,21,38,12,28,3,0,21,17,12,7,5,15,0,5,19,200
16,1,35,2,10,20,5,0,1,2,68,15,40,7,1,17,7,5,9,4,0,12,3,0,3,7,18,0,1,8,400
8,0,21,3,6,5,0,0,0,5,63,28,42,2,1,21,17,2,10,1,0,13,9,5,1,2,10,0,5,12,200
8,0,34,5,10,8,2,0,0,10,60,33,31,5,0,8,16,1,18,4,0,19,14,5,3,5,8,0,3,5,100
4,2,22,5,11,7,2,0,2,9,42,9,23,1,0,9,12,1,20,2,0,15,11,0,0,1,12,0,4,6,150
5,0,23,0,7,8,3,0,0,3,46,9,24,2,0,10,11,4,18,4,0,6,1,4,1,2,5,0,5,6,200
9,0,31,2,18,19,4,0,1,5,63,15,34,8,0,13,18,2,19,5,0,19,11,0,1,8,23,0,1,14,400
6,3,34,0,8,15,0,0,4,3,72,23,43,7,0,19,9,7,12,2,0,12,10,0,5,7,10,0,4,6,300
6,0,27,3,19,21,1,0,0,9,56,25,38,3,1,12,15,1,20,4,0,13,7,1,6,3,11,1,2,19,400
12,1,30,0,6,22,2,0,1,4,57,18,32,6,0,11,13,6,22,1,0,14,9,1,3,6,11,0,4,5,500
11,2,21,1,8,17,3,0,3,6,44,11,27,3,0,12,7,2,9,0,0,16,10,1,2,3,12,0,1,7,350
21,1,44,8,15,14,2,0,1,16,63,15,39,1,2,16,27,10,19,4,0,28,24,0,2,1,18,0,2,12,50
14,0,54,2,15,9,1,0,0,8,60,25,31,4,5,12,20,4,17,3,0,27,19,0,1,4,19,0,12,9,350
10,1,39,2,17,19,2,0,1,4,55,14,38,1,2,15,18,8,19,3,0,20,13,0,2,1,6,0,4,13,500
5,0,42,3,16,30,2,0,0,11,64,16,43,8,0,20,14,5,20,0,0,22,18,5,3,8,16,0,8,9,850
3,2,27,4,15,17,0,0,3,10,57,16,39,8,0,21,15,1,19,0,0,15,13,8,3,8,14,0,3,14,900
8,1,26,4,6,14,1,0,3,5,48,21,33,10,1,12,5,1,9,0,0,8,3,2,3,10,11,0,3,6,400
9,0,17,4,5,20,0,0,1,5,54,13,34,8,0,16,6,0,11,0,0,12,3,3,4,8,7,0,2,4,750
12,1,25,3,10,18,4,0,1,7,36,10,15,4,0,6,13,1,21,4,0,13,11,3,1,4,11,0,5,5,350
7,3,37,4,10,17,2,0,3,7,70,19,46,9,0,15,15,7,17,3,0,20,12,7,1,9,15,0,8,10,100
7,0,15,1,9,16,0,0,0,4,44,17,24,5,1,10,4,0,9,0,0,8,6,2,2,5,5,0,1,5,150
4,1,25,0,14,16,0,0,1,2,45,18,28,4,1,7,10,5,15,2,0,15,8,3,2,4,4,0,1,10,600
8,2,36,3,13,27,2,0,2,3,65,18,41,9,0,15,20,3,13,0,0,15,7,1,0,9,22,0,4,13,850
7,2,26,5,6,5,0,0,2,7,46,14,26,8,1,12,7,3,4,1,0,16,5,0,3,8,8,0,1,7,250
10,0,31,1,6,23,0,0,0,5,79,19,54,6,2,24,16,3,15,2,0,19,9,0,0,6,16,1,2,11,500
33,5,45,7,33,22,2,0,6,14,75,26,41,3,2,16,42,1,38,5,0,35,25,7,2,3,22,0,1,32,300
6,4,36,4,12,17,5,0,7,6,62,19,33,9,1,7,8,2,21,5,0,25,13,0,4,9,10,0,2,5,500
4,3,10,0,1,15,2,0,4,2,45,13,31,3,0,14,13,0,10,2,0,6,2,0,0,3,10,0,5,3,350
16,1,64,3,22,28,2,0,2,10,117,30,70,14,3,28,23,1,38,2,0,39,27,6,1,14,24,0,7,15,500
5,2,32,1,9,16,4,0,2,3,52,13,31,2,1,11,8,1,10,2,0,14,8,2,0,2,9,0,4,4,450
5,1,13,0,2,16,1,0,1,3,53,11,37,0,0,17,2,1,7,0,0,11,6,0,0,0,5,0,1,1,400
12,2,31,6,13,12,2,0,3,9,72,10,45,11,1,15,21,0,34,5,0,23,14,8,4,12,15,0,2,10,900
11,3,45,1,17,30,1,0,3,4,94,33,56,9,0,31,14,3,11,0,0,26,18,2,7,9,14,0,2,14,300
11,1,42,1,18,36,6,0,4,6,88,34,66,10,1,22,24,2,21,8,0,28,16,11,1,10,10,0,6,18,700
3,4,21,0,9,17,0,0,4,2,52,15,32,2,0,13,8,2,8,0,0,14,9,1,4,2,6,1,2,6,450
9,1,26,1,7,14,3,0,1,1,48,10,31,8,1,15,9,0,11,2,0,9,2,0,2,8,14,0,2,4,250
8,0,33,1,10,20,6,0,1,2,57,15,30,3,0,11,20,1,18,2,0,11,7,6,0,3,12,0,4,13,750
9,2,31,0,10,21,0,0,2,3,58,15,24,11,2,10,9,3,18,0,0,10,8,0,3,11,20,0,7,2,850
9,2,28,1,14,20,1,0,2,7,72,16,47,9,0,28,9,2,20,0,0,16,10,8,4,9,13,1,2,12,700
16,2,36,7,11,18,1,0,2,13,57,11,43,5,3,15,40,7,27,1,0,25,19,3,0,5,27,1,5,30,900
14,5,36,6,9,22,1,0,5,11,92,19,63,6,1,30,23,2,21,1,0,18,13,2,3,6,17,0,5,10,800
4,1,17,0,9,9,0,0,2,1,43,13,27,6,0,13,8,1,7,0,0,12,7,1,1,6,8,0,2,7,200
8,0,24,1,5,17,2,0,0,5,44,16,26,4,0,8,16,1,23,2,0,12,10,0,1,4,17,0,1,7,550
9,4,32,2,13,23,0,0,4,4,70,27,50,7,3,20,8,6,16,1,0,15,8,1,1,7,14,0,2,7,500
14,2,48,3,12,31,3,0,4,5,107,39,64,9,0,30,22,1,31,4,0,21,14,8,4,10,24,0,4,14,1000
13,2,27,0,10,19,1,0,2,3,65,23,48,6,2,23,13,4,15,3,0,12,5,1,1,6,15,0,4,11,750
4,2,29,0,7,12,3,0,2,3,43,17,27,4,1,12,8,3,20,5,0,13,8,2,5,4,5,0,3,4,500
11,2,36,1,14,30,1,0,2,8,79,33,47,6,2,18,18,0,11,1,0,24,16,1,6,7,13,0,5,11,200
3,0,34,1,6,6,0,0,0,3,43,23,24,2,4,8,13,5,26,5,0,14,7,1,4,2,12,0,5,8,250
7,2,31,1,9,19,1,0,2,5,64,27,36,11,1,13,8,0,16,2,0,22,16,1,1,11,7,0,2,5,600
13,2,30,1,5,22,3,0,3,6,58,20,36,7,2,12,17,4,16,3,0,13,7,3,2,7,13,0,2,8,700
11,3,30,2,13,17,0,0,4,2,59,21,31,5,1,13,11,1,17,1,0,14,10,3,2,5,15,0,2,9,500
13,0,30,0,9,34,8,0,1,6,80,41,60,4,2,27,6,1,21,8,0,16,10,0,1,4,3,0,3,6,800
12,0,35,6,4,29,1,0,2,7,64,15,46,9,1,12,34,1,23,1,0,26,12,1,3,9,18,0,3,11,200
11,2,46,2,9,23,1,0,3,4,92,23,55,3,3,27,19,3,20,3,0,21,12,1,6,3,14,0,4,10,400
5,4,16,2,4,10,0,0,4,3,42,18,34,7,0,16,13,2,14,0,0,11,4,1,2,7,11,0,2,9,100
24,4,56,5,22,35,2,0,4,7,89,31,46,7,4,27,22,11,32,3,0,28,24,5,1,7,29,0,1,22,1000
10,6,27,3,10,21,2,0,7,5,68,27,39,8,2,14,11,2,29,4,0,19,13,0,8,8,9,0,2,7,350
8,1,25,1,12,13,2,0,1,3,48,17,30,5,0,12,11,2,10,1,0,9,6,1,5,5,8,1,2,10,400
8,0,20,0,11,8,1,0,0,0,37,10,17,0,0,12,3,0,6,0,0,10,9,0,2,0,6,0,0,5,0
11,6,30,7,17,6,0,0,7,11,58,23,33,1,2,11,20,1,18,1,0,31,23,4,7,1,17,0,1,15,300
6,0,28,0,9,25,0,0,0,6,53,15,32,9,0,9,8,0,8,0,0,21,15,2,5,9,9,0,5,5,950
9,1,19,2,7,15,3,0,1,4,45,19,25,7,0,10,17,0,12,4,0,11,5,0,3,7,6,0,4,9,300
11,0,24,2,8,17,4,0,0,9,54,13,36,3,0,15,15,5,16,4,0,12,11,1,3,3,11,0,0,8,600
5,0,35,2,9,23,0,0,1,5,52,16,33,2,3,17,10,4,15,0,0,13,11,0,4,2,13,0,1,7,200
14,1,37,4,16,17,3,0,1,10,73,28,36,4,1,14,16,5,17,3,0,30,20,2,1,4,13,0,5,12,600
11,1,35,1,14,37,2,0,2,4,80,35,49,6,1,16,8,2,10,2,0,22,13,3,1,6,3,0,1,4,150
4,0,29,3,7,13,0,0,0,4,52,9,32,5,2,15,2,0,7,0,0,15,9,3,4,5,6,0,1,3,500
9,1,26,4,12,20,0,0,1,11,48,11,26,5,0,11,15,3,13,1,0,20,18,2,3,5,18,0,1,9,600
9,0,26,0,9,26,0,0,0,4,79,24,56,3,0,20,9,2,16,3,0,20,5,2,1,3,7,0,2,7,400
8,1,36,0,13,30,2,0,2,6,78,18,57,3,0,34,10,1,21,1,0,21,16,2,8,3,12,0,1,7,350
10,4,32,3,9,35,2,0,4,7,74,24,48,5,0,26,15,0,12,1,0,17,14,3,3,5,10,0,2,9,800
13,0,24,1,14,9,0,0,0,6,51,19,32,7,2,13,15,0,12,0,0,20,17,2,4,7,14,0,2,10,300
