# gunningFog,flesch_readindEase,flesch_kincaid,dale_chall,automated_readabilityIndex, simple_gobbledygook, lix, word_variationIndex, nominal_ratio, avaliacao
31.24783,37.97304,12.77812,14.10340,33.92333,18.21192,78.11957,75.23475,1.26531,562.00000
38.09744,27.94667,17.88000,14.92106,37.71487,25.69473,95.24359,84.51627,0.58511,500.00000
44.66081,61.53026,12.12000,17.98125,26.05216,27.83791,111.65201,72.07137,1.17073,438.00000
43.97143,4.55740,22.06260,16.82467,40.78935,29.38714,109.92857,73.01374,1.55556,438.00000
64.91111,-23.88000,33.19778,21.46256,45.79667,45.13290,162.27778,80.41009,1.21212,62.00000
67.73763,-9.30065,35.49720,20.30403,51.73505,47.16693,169.34409,54.98566,1.08333,125.00000
36.03810,45.87238,11.93429,15.84094,26.24548,20.50193,90.09524,58.31370,1.31250,438.00000
54.00000,35.27273,21.08727,18.99650,25.69455,37.14686,135.00000,45.40584,3.88889,0.00000
29.64595,37.35297,11.18946,14.33746,32.30784,13.81554,74.11486,63.96039,0.51163,500.00000
26.82510,44.56847,10.34651,13.12105,38.15467,13.58717,67.06275,72.77983,1.57895,625.00000
31.86487,57.74964,7.59462,15.54826,20.92486,12.03152,79.66217,70.79505,1.02941,625.00000
59.84348,-26.98435,37.84174,17.29611,62.73000,40.76149,149.60870,73.31115,0.90278,625.00000
26.00000,42.40000,11.66667,12.27550,31.98667,15.42090,65.00000,60.29548,1.00000,562.00000
53.69231,19.93846,25.40000,17.79204,46.74462,37.56566,134.23077,34.50688,0.74468,438.00000
29.73223,73.53342,5.95590,14.37539,22.38762,13.81554,74.33056,95.15809,0.70690,375.00000
29.26667,59.65667,8.26500,14.03432,24.65583,14.55091,73.16667,50.36941,1.93333,562.00000
70.60392,-23.37412,39.41804,20.46080,58.25255,48.79722,176.50980,51.41517,1.05660,625.00000
33.80000,48.84000,10.21200,15.62530,31.86800,16.87421,84.50000,82.65108,2.33333,625.00000
21.60519,86.91740,3.40831,11.48441,27.72026,9.84881,54.01299,73.23695,1.25714,562.00000
45.60851,24.69447,20.93702,16.55036,35.47362,31.44462,114.02128,43.49507,1.05263,625.00000
50.93271,11.55626,24.19832,17.94814,45.02598,35.20063,127.33178,57.42180,0.97333,625.00000
33.54815,70.62667,7.27481,15.41758,26.14741,17.33159,83.87037,69.38067,0.57143,312.00000
24.24054,52.92054,8.94081,12.20368,29.69703,12.31895,60.60135,63.96039,1.03846,500.00000
27.66215,49.80723,9.51288,13.49118,29.00124,13.62549,69.15537,102.47758,1.64516,562.00000
29.80784,42.77412,13.81529,12.64150,32.71020,19.85583,74.51961,81.57296,1.92000,438.00000
35.45517,76.85103,6.58552,16.06208,15.64552,18.42543,88.63793,57.10253,1.02703,375.00000
31.60476,59.08037,7.70143,15.29120,22.56304,13.13836,79.01190,79.78991,1.65217,500.00000
30.71613,64.71871,8.54774,14.08304,30.96516,17.33159,76.79032,81.22944,1.60000,438.00000
25.44615,80.60923,3.84000,13.24817,25.37154,8.81724,63.61538,75.05857,1.00000,562.00000
32.40762,45.83543,9.78590,15.51969,20.60552,13.92832,81.01905,30.48495,1.36170,438.00000
36.88780,44.62829,16.79902,13.75766,33.26927,25.69473,92.21951,57.48088,0.34375,250.00000
25.24656,83.32190,3.41820,13.18485,23.26751,8.63997,63.11640,79.67525,0.77778,562.00000
29.15556,58.64000,8.06222,14.17096,34.94333,13.52947,72.88889,52.26746,1.17544,625.00000
26.66667,46.80000,12.08000,11.99717,36.79333,17.18049,66.66667,105.18284,1.06250,625.00000
32.68235,58.67294,9.73569,14.69676,32.30745,18.63650,81.70588,46.32213,1.16216,625.00000
28.66667,72.00000,5.29333,14.41117,18.38667,10.36480,71.66667,46.04222,0.56250,438.00000
28.28645,47.68103,9.05781,14.13112,34.51510,11.32648,70.71613,178.52998,2.18750,500.00000
29.57965,66.91108,6.32558,14.61814,27.03113,11.77791,73.94913,45.83703,1.00000,500.00000
66.14648,-26.31887,33.34028,22.05852,41.62592,45.82095,165.36620,84.84607,1.33333,0.00000
29.86049,67.86889,6.25716,14.69290,24.93790,12.10544,74.65123,45.73367,0.95161,625.00000
26.86984,41.72571,11.55429,12.72717,28.32667,15.36443,67.17460,124.29260,0.90426,562.00000
30.84444,80.52444,5.34400,14.60901,14.88089,15.25087,77.11111,92.25196,0.83636,625.00000
22.28324,49.55510,8.86169,11.72284,35.90139,10.19571,55.70810,91.54855,1.08333,750.00000
56.10370,-20.90667,34.65630,17.01114,55.44988,38.79496,140.25926,40.57794,0.61429,562.00000
33.86667,41.94667,12.36148,15.05597,34.00519,19.45788,84.66667,65.28927,0.48000,562.00000
23.20000,63.55500,7.14250,11.92830,27.22000,11.32648,58.00000,93.77732,1.21739,625.00000
27.41449,55.24406,8.27304,13.62807,27.37333,12.21266,68.53623,55.52881,0.36364,438.00000
30.76645,48.20077,10.28335,14.43864,34.20116,15.92008,76.91613,89.25952,0.92857,625.00000
29.75294,75.70118,5.49294,14.46092,25.62706,13.35489,74.38235,61.68380,0.91892,438.00000
29.00000,41.40000,12.86000,12.91825,29.39500,18.21192,72.50000,103.74087,1.21739,688.00000
30.72192,27.78636,13.65765,14.20137,29.29709,16.87421,76.80481,60.37382,0.94118,625.00000
39.49677,19.56645,18.32129,15.87055,37.11742,25.69473,98.74194,47.77196,1.50000,500.00000
32.66667,42.40000,11.66667,14.90717,28.92000,17.77721,81.66667,38.71246,1.82353,500.00000
25.66153,58.19476,7.66282,13.03109,22.24783,11.18013,64.15381,64.14899,0.83696,438.00000
26.21818,57.46909,8.65091,12.79483,31.25818,13.81554,65.54545,39.25173,0.71795,438.00000
34.00000,35.84000,14.71200,14.35050,31.20400,21.73658,85.00000,89.71711,1.00000,438.00000
48.63529,48.72471,18.30510,17.31198,34.64000,33.60906,121.58824,106.66578,2.05556,312.00000
47.71765,45.05176,15.26941,18.79084,25.13059,30.17514,119.29412,99.27655,2.19048,188.00000
32.24174,91.16475,3.03905,15.55709,11.46458,13.17800,80.60436,90.19894,1.03175,312.00000
45.18298,16.26894,22.15404,16.38238,42.47149,31.19486,112.95745,93.83109,1.11111,562.00000
45.72245,17.81551,22.35020,16.37874,34.69878,31.69241,114.30612,76.56332,1.10000,375.00000
36.49268,58.92390,10.43366,15.82184,18.19073,21.37368,91.23171,45.97947,2.30000,375.00000
30.58519,37.29333,12.08963,14.24795,32.45111,16.40409,76.46296,44.05225,1.13514,562.00000
56.66667,6.40000,26.30667,19.50767,43.96667,39.19616,141.66667,56.07156,1.70968,250.00000
30.89275,74.02667,5.56000,15.00111,27.17333,13.03875,77.23188,69.22288,1.45455,312.00000
26.40000,51.86000,10.51000,12.32510,36.20250,15.92008,66.00000,0.00000,1.27273,0.00000
43.33333,13.60000,25.26667,14.24433,40.97667,30.17514,108.33333,245.01813,1.42857,562.00000
38.87686,21.38298,17.90157,15.70707,35.24223,25.23394,97.19215,80.08036,0.92683,500.00000
18.82286,77.63200,4.31200,10.61196,24.67181,7.71045,47.05714,78.47782,0.78947,562.00000
49.95556,76.56000,11.13778,19.45766,14.62333,31.69241,124.88889,23.59382,3.00000,125.00000
31.33234,49.96876,9.76925,14.79559,32.69841,15.42090,78.33085,51.93913,1.16667,562.00000
27.21944,28.47944,12.02250,13.61124,35.59764,11.77791,68.04861,54.42766,0.91228,688.00000
24.13333,38.77333,10.79200,12.26063,34.63467,11.77791,60.33333,39.34176,1.81250,562.00000
40.66667,55.60000,12.90667,16.44067,30.23000,25.99739,101.66667,119.18121,2.50000,375.00000
31.02313,39.29905,12.39429,14.11398,30.88667,17.77721,77.55782,120.21415,0.65000,562.00000
40.00000,72.80000,12.52000,15.09450,31.41000,27.46068,100.00000,44.13381,1.13333,312.00000
32.68235,70.67294,8.00235,14.69676,26.58000,18.63650,81.70588,48.09605,0.85185,375.00000
32.85907,43.59447,12.83671,14.29000,29.22535,20.24597,82.14766,61.51909,0.98718,562.00000
57.24776,-1.65015,28.93791,18.97895,39.13970,39.98649,143.11940,84.04466,0.66667,62.00000
67.72673,-60.82218,44.61743,19.43333,64.42812,46.49881,169.31683,40.66342,0.64634,500.00000
36.76190,19.67619,16.69714,15.62126,41.12952,22.44480,91.90476,62.82232,0.60274,562.00000
36.14483,37.12690,12.32345,16.33432,26.82828,18.63650,90.36207,28.46493,1.30000,250.00000
31.51498,31.18300,12.59763,14.80838,37.66160,15.77907,78.78746,61.16915,0.70513,562.00000
29.18667,66.30514,6.38863,14.47565,17.45454,11.59944,72.96667,101.37061,1.08571,438.00000
39.93684,38.69053,17.02737,15.28617,39.45158,27.17433,99.84211,60.13332,1.62162,500.00000
42.14545,19.87636,21.00364,15.50822,43.06000,29.11974,105.36364,51.64648,1.18750,562.00000
57.50000,1.50000,31.21000,17.67063,58.49750,39.98649,143.75000,36.84704,0.45349,438.00000
37.12941,33.93412,16.87529,14.61114,36.63059,25.07846,92.82353,136.37474,1.78947,438.00000
26.14074,41.29333,11.51185,12.49351,29.55481,14.90500,65.35185,93.86328,1.26667,375.00000
45.56358,45.12411,16.04563,17.53440,27.95702,30.04524,113.90894,179.66934,1.48276,500.00000
47.13939,49.86182,14.36485,18.67088,26.58061,29.65213,117.84848,197.28844,2.00000,250.00000
26.26667,36.04000,14.47333,11.40607,39.62667,17.77721,65.66667,0.00000,1.00000,375.00000
95.82857,-112.75429,67.64229,22.51233,97.92686,59.48865,239.57143,94.67238,0.71523,750.00000
48.05714,-5.23429,28.61651,15.78416,50.94540,33.60906,120.14286,60.63610,0.58333,500.00000
30.60000,45.96000,10.62800,14.36210,43.27600,15.92008,76.50000,48.02418,0.58621,438.00000
57.40952,-23.36000,35.64000,17.20171,57.10048,39.59330,143.52381,50.60189,1.50000,438.00000
30.36230,41.35311,11.87033,13.97044,22.98213,17.10443,75.90574,44.55897,1.30435,562.00000
22.18246,47.62386,9.09404,11.70712,35.32351,10.02376,55.45614,97.12673,1.15909,688.00000
90.70791,-64.11396,53.06446,24.38975,69.88518,61.81027,226.76978,106.50674,1.42553,188.00000
41.62609,14.81565,19.74174,16.33205,36.04667,27.46068,104.06522,54.46585,2.17241,750.00000
23.41026,56.33333,8.78000,11.70445,23.05282,12.83722,58.52564,55.80386,1.60000,562.00000
33.85818,45.69600,11.73600,15.09594,36.46218,19.29640,84.64545,68.38547,0.83333,562.00000
31.87213,17.23082,18.55377,12.91487,35.87574,21.73658,79.68033,251.21876,0.69388,500.00000
66.73333,-53.09000,42.45167,19.58268,72.98375,46.16112,166.83333,42.20536,1.04938,625.00000
46.10566,1.06868,25.60830,16.09681,52.61811,32.18228,115.26415,63.36683,1.00000,500.00000
33.43142,47.49211,10.48828,15.43769,27.90387,16.97692,83.57854,57.48670,1.20000,438.00000
54.19259,29.84000,21.66222,19.18083,39.70815,37.14686,135.48148,79.67525,0.50000,312.00000
51.38868,33.67245,20.89887,18.18228,38.38415,35.42216,128.47170,133.17765,0.96875,438.00000
28.18151,61.19866,8.86140,13.18307,33.08790,16.05986,70.45378,78.36675,0.98780,562.00000
35.48571,42.59429,14.36571,14.61209,35.03429,23.13134,88.71429,151.48985,1.04167,438.00000
43.92941,20.48941,22.38353,15.45434,48.71059,30.68923,109.82353,54.48197,0.40625,500.00000
41.24103,4.51692,22.17333,15.69269,44.81128,28.02462,103.10256,47.11089,1.52381,625.00000
25.47692,47.14462,9.09333,13.04372,26.04513,10.55654,63.69231,74.50277,1.10417,750.00000
45.86667,12.58000,22.89667,16.54397,37.53667,31.69241,114.66667,354.05456,0.84000,500.00000
32.65714,46.23429,13.10571,13.87456,35.27796,21.00450,81.64286,68.28314,1.05882,562.00000
31.94491,56.97139,9.72507,14.53802,28.14786,17.87472,79.86228,92.19118,1.06931,562.00000
32.38788,56.77818,9.30376,14.94480,25.37600,17.04195,80.96970,62.89452,0.81513,438.00000
24.32051,61.96667,6.83000,12.65040,22.36795,9.84881,60.80128,73.90706,0.74510,625.00000
50.40000,46.65231,13.36000,20.71610,15.14769,28.57742,126.00000,65.15892,5.00000,0.00000
34.57143,14.74286,19.85714,13.49307,45.86857,23.79809,86.42857,105.92405,0.82143,688.00000
55.17647,-25.03529,36.09176,16.21191,65.40235,37.56566,137.94118,111.87490,0.75862,500.00000
53.77143,1.62286,27.62603,18.03987,51.82159,37.56566,134.42857,39.82402,0.50000,500.00000
47.09565,35.72522,19.13391,17.24571,40.44000,32.18228,117.73913,36.17393,1.29032,625.00000
33.77255,47.83843,12.48941,14.51341,30.69686,21.00450,84.43137,165.99307,1.15789,562.00000
32.71429,44.25714,11.92286,14.65521,32.64857,18.84520,81.78571,59.09736,0.95161,500.00000
36.03810,69.01524,8.59143,15.84094,29.20262,20.50193,90.09524,123.34740,1.36842,562.00000
28.31175,48.38944,10.02235,13.59032,34.63407,14.60202,70.77939,108.35917,0.75676,625.00000
45.84762,35.74857,18.29143,17.18625,35.11571,30.94308,114.61905,142.07641,1.06977,625.00000
57.73333,-5.60000,31.18667,18.30423,52.06933,40.37585,144.33333,34.26262,1.06780,750.00000
27.20870,65.86609,7.54290,13.13168,28.72667,14.37060,68.02174,61.40067,1.04000,625.00000
25.39310,36.94345,15.39172,10.51973,37.49103,17.77721,63.48276,324.80000,0.94737,625.00000
32.64127,72.43429,5.65016,15.76354,19.00381,12.90474,81.60317,49.86514,0.48980,438.00000
59.87368,7.69684,29.47579,19.04084,45.39789,41.89713,149.68421,60.13332,2.20000,562.00000
36.01169,65.25273,9.25727,15.76734,27.15182,20.72330,90.02922,89.37534,0.69841,562.00000
40.32727,21.51273,20.76727,14.79049,40.86455,28.02462,100.81818,99.55918,1.48000,562.00000
45.78182,16.60364,21.47636,16.94367,48.39182,31.19486,114.45455,57.41233,1.17647,562.00000
26.44812,54.60331,9.03489,12.90107,27.32714,13.81554,66.12030,54.17063,0.45833,688.00000
34.90226,64.85414,8.12361,15.94438,34.97353,17.77721,87.25564,44.26541,0.63725,688.00000
38.76244,76.65427,8.53690,16.37487,23.84432,23.35571,96.90610,31.15109,1.00000,562.00000
31.38182,34.58909,16.57091,12.45057,34.10788,21.73658,78.45455,96.35421,0.68966,625.00000
31.31429,45.84000,10.96000,14.48161,27.23143,16.87421,78.28571,107.69021,1.33333,562.00000
48.82857,-8.38286,27.60286,16.84678,53.02214,34.07138,122.07143,76.08847,0.93182,625.00000
31.16959,58.89591,8.35158,14.79753,23.57497,15.02118,77.92398,89.98523,1.90000,562.00000
32.65578,42.97252,11.86367,14.75847,34.68871,18.35454,81.63946,142.66151,1.08333,500.00000
34.29552,31.04060,17.18836,13.54661,39.22955,23.46709,85.73881,84.04466,0.75862,500.00000
37.21818,25.12883,19.09117,14.15883,38.57896,25.69473,93.04545,174.16681,1.00000,562.00000
41.51579,38.69053,17.02737,15.90946,39.51211,28.02462,103.78947,57.01810,1.70270,438.00000
45.26897,14.23172,24.75586,15.22502,48.58552,31.69241,113.17241,89.13710,0.81395,562.00000
47.02727,21.15566,19.08818,18.32879,39.47825,30.30448,117.56818,84.71963,1.42045,438.00000
31.03810,69.01524,8.59143,13.86719,18.68833,18.63650,77.59524,296.29656,1.24138,312.00000
28.48333,65.36000,8.56000,13.14750,29.59000,16.71897,71.20833,71.31803,0.61224,562.00000
57.89841,-0.09143,27.87365,19.66900,42.40254,40.18164,144.74603,53.87201,2.41176,250.00000
20.25730,66.52022,6.58832,10.83165,30.74789,10.16155,50.64324,236.43759,0.86111,812.00000
48.76923,8.86154,27.00000,15.84865,44.76308,34.07138,121.92308,55.80386,0.44262,625.00000
28.42831,35.81242,12.02384,13.54093,31.16429,15.07893,71.07078,88.58231,1.19608,625.00000
21.88604,71.74245,4.78667,12.01529,27.83772,6.52160,54.71510,52.45928,0.78333,625.00000
34.50370,23.69778,16.88543,14.33274,37.59605,22.44480,86.25926,112.56948,1.21311,688.00000
43.08679,9.21962,24.43094,14.90511,51.40302,30.17514,107.71698,63.36683,0.32394,562.00000
41.42857,35.31429,16.88571,16.19993,39.69143,27.46068,103.57143,58.40703,1.20833,625.00000
41.26667,30.04000,15.34000,17.32732,32.34333,24.44666,103.16667,0.00000,1.71429,0.00000
30.55556,35.85556,11.33000,14.73564,31.34861,13.81554,76.38889,41.32388,1.47059,500.00000
38.76190,36.00000,16.78667,15.14726,34.12762,26.09749,96.90476,142.82197,0.77778,438.00000
58.00000,4.00000,26.65333,20.03400,44.04333,39.98649,145.00000,56.07156,1.70968,500.00000
38.00000,14.74286,19.85714,14.84650,43.24000,25.69473,95.00000,58.40703,0.52778,438.00000
43.34286,50.30857,13.25143,17.71369,23.12357,26.59237,108.35714,58.31370,0.47368,312.00000
25.76558,68.03274,6.62158,12.87608,30.10493,12.38229,64.41395,81.48417,1.00000,438.00000
22.48889,72.64000,6.04000,11.53929,25.61556,11.66669,56.22222,87.65837,0.70968,438.00000
35.98519,16.58667,17.91259,14.91755,38.90222,23.13134,89.96296,44.85065,0.68182,688.00000
81.21290,-66.70194,50.29161,22.26609,81.19065,55.40351,203.03226,48.58234,0.68376,375.00000
26.70974,51.73415,8.80800,13.33543,25.18585,12.12696,66.77436,52.96734,0.83333,500.00000
28.90000,39.86000,12.24333,13.31198,38.21500,16.87421,72.25000,138.16361,0.80000,875.00000
62.30698,-27.95163,36.72279,18.91838,59.96209,43.36507,155.76744,97.19561,1.16667,562.00000
32.12308,51.86462,9.88000,14.90918,30.39308,16.64081,80.30769,140.79893,1.16250,500.00000
48.90909,32.65455,21.46545,16.98686,43.17455,34.07138,122.27273,37.49729,1.13158,562.00000
32.14315,68.56479,6.65486,15.33677,24.40678,14.37060,80.35788,59.61453,0.74138,688.00000
26.31471,57.09053,8.23762,13.07452,26.67074,12.63246,65.78677,92.95789,0.75490,438.00000
27.00000,39.80000,10.46889,13.48250,32.11111,11.99725,67.50000,67.50934,0.68605,500.00000
35.23333,50.98000,11.21400,15.51423,27.13533,20.24597,88.08333,74.65713,3.14286,500.00000
30.61818,50.93818,11.90182,13.34043,30.55727,19.45788,76.54545,51.64648,0.76471,438.00000
42.39197,53.22667,12.76000,17.37443,27.97574,26.09749,105.97992,82.06640,1.58537,625.00000
32.53720,89.36026,3.68778,15.47337,18.07265,14.58671,81.34301,42.72806,0.47368,438.00000
25.21658,63.24771,6.54357,13.05646,32.58418,9.63468,63.04144,57.62694,0.62025,625.00000
36.00000,57.60000,10.52000,15.68150,24.22000,21.00450,90.00000,0.00000,1.57143,312.00000
32.66667,73.20000,8.26667,14.36567,22.61000,19.72407,81.66667,77.15406,0.50000,562.00000
59.33699,-10.68712,31.50192,19.15388,48.16384,41.52203,148.34247,53.44477,1.02564,625.00000
28.22222,48.80000,10.74222,13.15272,33.41778,16.24436,70.55556,211.92918,0.63415,688.00000
76.09612,-66.67163,51.33612,19.70474,79.19411,49.74976,190.24031,51.82366,0.88660,562.00000
49.97377,-2.68590,27.82885,16.75735,52.99082,34.97769,124.93443,32.43237,0.54545,500.00000
65.32245,-33.14449,39.99020,18.80914,62.59551,44.78492,163.30612,45.10107,1.16949,625.00000
69.54951,-26.51806,40.08194,19.93627,60.55689,47.82572,173.87379,44.59587,0.50649,438.00000
28.27288,60.55831,8.99136,13.19979,35.14085,16.16390,70.68220,133.67637,2.54545,562.00000
24.40000,57.46909,8.65091,12.07710,39.41273,13.23722,61.00000,0.00000,0.76190,625.00000
26.84516,65.88000,8.38000,12.55498,30.44581,15.92008,67.11290,68.74587,0.50000,500.00000
34.75094,28.62868,16.06830,14.48448,32.71283,22.44480,86.87736,113.25601,1.00000,562.00000
25.76558,27.84670,12.42623,12.87608,31.28167,12.38229,64.41395,116.31245,1.12500,875.00000
35.31818,61.15455,8.69545,16.08923,40.99909,17.99588,88.29545,33.40040,0.75758,688.00000
31.93404,80.50340,5.48106,14.96994,25.49340,15.92008,79.83511,40.45642,0.74419,500.00000
25.73706,54.92979,7.70182,13.28424,25.86846,9.55563,64.34266,75.05857,0.94595,500.00000
38.41754,18.25474,17.98632,15.71528,35.51368,24.60613,96.04386,70.42347,1.12821,500.00000
41.07879,45.49818,14.99515,16.27845,32.99273,26.88492,102.69697,45.76118,1.27273,438.00000
29.35132,59.88012,7.17748,14.61252,23.43484,11.07249,73.37830,36.81881,0.83333,438.00000
60.42581,-31.75226,38.74022,17.41769,61.97376,41.14352,151.06452,82.51823,0.77922,562.00000
27.10476,67.83065,6.82459,13.31499,30.18342,13.23722,67.76190,98.52908,0.63014,562.00000
30.76645,57.49110,8.94142,14.43864,26.18826,15.92008,76.91613,81.22944,0.94737,375.00000
53.92432,5.04000,29.44000,16.90893,52.77892,37.56566,134.81081,39.35624,1.20833,750.00000
50.87018,-16.43789,28.97614,17.54440,48.25544,35.42216,127.17544,148.97728,1.22857,375.00000
34.40000,40.56000,16.33778,13.31710,35.32333,23.79809,86.00000,72.21078,0.63636,438.00000
66.01649,-39.66351,40.72206,19.19141,69.86557,45.47823,165.04124,66.41490,0.68421,562.00000
46.73548,14.03613,25.62323,15.37073,38.66387,32.66480,116.83871,68.59628,2.11111,438.00000
32.72022,46.72517,12.56281,14.14313,33.20573,20.43824,81.80056,103.89416,0.65333,500.00000
30.37393,49.27338,10.94356,13.86287,28.88852,17.52396,75.93484,59.50278,1.32394,562.00000
40.46316,21.63789,19.49053,15.49393,35.94105,27.46068,101.15789,66.79296,1.04762,500.00000
26.53567,41.00725,10.49263,13.19692,28.56556,12.49410,66.33918,122.11242,0.79365,750.00000
28.84848,61.92727,6.84364,14.43371,24.79667,10.81254,72.12121,38.71246,0.77083,562.00000
26.95789,74.01474,5.94632,13.24928,21.10105,13.23722,67.39474,30.57730,1.14815,438.00000
36.55556,39.40000,13.67333,15.63006,30.78889,22.09353,91.38889,646.70956,1.34783,562.00000
50.00000,1.60000,23.85333,18.50050,42.63111,33.60906,125.00000,48.59926,0.77419,500.00000
32.86316,53.71368,10.87158,14.55153,41.98632,19.45788,82.15789,63.55655,0.92958,625.00000
22.19710,67.76580,6.46435,11.56851,24.97333,10.85629,55.49275,222.73244,1.30769,438.00000
27.65895,46.29726,11.14568,12.90871,27.72484,16.11543,69.14737,54.17063,1.34694,875.00000
47.85098,3.54824,24.83059,17.00237,39.24000,33.14029,119.62745,191.22981,0.90000,500.00000
69.23333,0.16000,34.76000,20.56956,50.27125,48.15173,173.08333,53.63098,0.70175,312.00000
38.16410,35.90154,17.64000,14.47808,40.03436,26.29656,95.41026,66.22164,3.22222,375.00000
30.15661,67.32163,6.15790,14.90185,19.86380,11.46377,75.39153,44.78661,0.58696,438.00000
27.36667,49.68000,9.14667,13.57309,37.18667,12.42433,68.41667,74.09291,1.00000,750.00000
42.00000,18.80000,20.32000,15.88400,50.04000,28.57742,105.00000,62.80880,1.14706,562.00000
43.86742,31.67506,19.40427,16.13381,42.01371,30.17514,109.66854,49.26341,1.28814,500.00000
54.61053,-21.67158,33.71789,16.96321,60.22684,37.97985,136.52632,60.13332,0.67778,750.00000
27.31833,56.27105,8.31117,13.49384,31.37743,12.76933,68.29582,137.79607,0.70423,625.00000
31.55000,26.22000,17.57000,12.62526,42.81125,21.73658,78.87500,72.41589,1.24000,562.00000
31.84238,64.55636,9.55715,14.01862,29.24048,19.45788,79.60594,84.71066,0.59596,625.00000
23.37143,58.26286,7.69714,12.10427,30.78857,10.75979,58.42857,105.92405,0.93103,438.00000
30.56667,36.86000,12.67667,13.96989,31.50667,17.48139,76.41667,114.15443,1.23077,562.00000
34.05000,19.47000,18.54500,13.61214,49.28000,23.13134,85.12500,59.56312,1.58333,500.00000
30.09645,62.64284,8.88255,13.82038,29.17418,17.18049,75.24113,47.68122,1.20588,688.00000
31.50159,49.36571,9.71651,14.93460,30.98508,15.07893,78.75397,83.28878,0.88235,688.00000
34.47879,34.29455,13.15212,15.46005,29.35697,19.05162,86.19697,45.76118,1.11765,375.00000
44.18824,19.11059,19.01647,17.39761,47.04824,28.57742,110.47059,27.53343,0.72222,562.00000
30.90476,32.73333,11.14000,15.20440,40.78952,11.55440,77.26190,142.82816,0.50000,562.00000
22.61818,84.47273,3.39636,12.07275,23.03200,8.77994,56.54545,79.05679,0.47917,500.00000
33.61460,43.09761,11.38235,15.37613,26.63801,17.66686,84.03650,64.77054,1.41935,750.00000
28.66667,66.40000,8.20000,13.32817,23.09333,16.40409,71.66667,65.11739,1.31250,562.00000
31.26667,53.04000,12.01778,13.37982,33.23778,20.24597,78.16667,180.95352,1.19149,750.00000
35.91220,9.50634,21.87220,13.37254,43.25463,25.07846,89.78049,57.48088,1.60870,500.00000
38.88776,44.58802,13.72810,16.13554,34.67527,24.23240,97.21941,45.77681,0.80952,438.00000
32.91586,72.41876,6.61738,15.37376,22.22124,16.11543,82.28966,113.10281,1.11429,562.00000
42.29091,43.31636,15.31030,16.75694,24.90788,27.46068,105.72727,53.00840,1.07143,438.00000
63.32174,-12.11478,35.69391,18.66916,59.03000,43.72435,158.30435,48.25039,0.84848,562.00000
27.20916,40.09136,10.44429,13.55604,31.66194,12.10544,68.02289,72.07137,0.70238,500.00000
35.10612,44.76490,13.31796,14.84129,39.59633,22.09353,87.76531,43.36122,0.82000,562.00000
27.87013,69.90130,6.19584,13.78731,18.16623,12.45428,69.67532,45.40584,1.44444,562.00000
30.56066,17.23082,18.55377,12.39717,36.02656,21.00450,76.40164,251.21876,0.66000,562.00000
37.56812,32.55478,17.17942,14.73016,36.58000,25.38846,93.92029,61.40067,2.75000,750.00000
32.89231,46.94154,10.59111,15.21284,27.70974,16.87421,82.23077,56.55419,1.17105,625.00000
29.82745,77.62510,5.80941,14.18349,19.48667,15.07893,74.56863,37.26067,0.97778,625.00000
29.60952,45.87238,11.93429,13.30326,26.73833,18.06818,74.02381,94.48171,1.26667,688.00000
49.95897,49.74769,15.64000,19.13411,27.11897,32.42444,124.89744,56.47844,1.16667,375.00000
33.74919,41.50044,13.11521,14.65375,35.21135,20.57448,84.37296,78.09639,0.96774,625.00000
45.35094,5.14415,25.01962,15.79888,53.22566,31.69241,113.37736,63.36683,0.40678,375.00000
37.15152,45.91515,11.85818,16.31656,29.38303,20.75474,92.87879,82.01258,0.62222,375.00000
31.11158,42.32589,9.91082,15.20530,25.58274,12.23512,77.77895,62.83147,1.63235,562.00000
34.16522,51.25739,9.65304,15.87777,32.26000,16.40409,85.41304,53.01031,1.84615,375.00000
39.67522,40.69516,14.38830,16.39585,37.55170,24.70132,99.18806,46.73708,0.89189,500.00000
65.52405,6.21975,30.31848,20.94642,44.10684,45.82095,163.81013,57.64183,0.82927,250.00000
66.21053,-44.84211,41.05053,19.48461,68.47789,45.82095,165.52632,54.74695,0.66667,562.00000
33.23726,40.18586,11.90258,15.17573,29.27332,17.77721,83.09315,88.58231,0.96000,438.00000
42.57143,28.11429,17.92571,16.65107,26.35143,28.02462,106.42857,98.09135,1.08824,750.00000
59.40513,-19.42769,33.81333,18.63927,51.47385,41.52203,148.51282,115.78605,1.68421,438.00000
31.38974,30.33538,14.35333,13.91575,34.58000,19.05162,78.47436,60.27655,0.90909,562.00000
28.62270,35.47286,12.62530,13.33247,30.02551,16.30844,71.55676,51.88857,1.20930,438.00000
64.75000,-6.15000,32.31500,20.53256,47.94625,45.30589,161.87500,100.45699,1.35938,562.00000
31.18378,26.76000,14.66000,13.94275,36.56432,18.63650,77.95946,164.05958,0.81538,688.00000
26.27937,45.05027,9.93195,13.08371,28.21120,12.49410,65.69841,124.56319,0.75758,625.00000
30.91111,58.52000,8.70889,14.53906,29.17167,15.75545,77.27778,55.14935,0.85455,688.00000
32.29524,70.22286,6.70381,15.24790,22.62476,15.29356,80.73810,84.59765,0.81452,562.00000
30.20000,73.32615,6.78000,14.15005,20.70654,16.04245,75.50000,140.79893,1.05882,375.00000
37.27480,41.28065,14.41561,15.39053,31.63154,23.79809,93.18699,85.76823,0.86364,562.00000
